productcode,vendor_partno,productname,displaybegindate,displayenddate,hideproduct,stockstatus,lastmodified,options_cloned_from,photos_cloned_from,share_stockstatus_with,lastmodby,ischildofproductcode,ischildofproductcode_productid,options_cloned_from_productid,photos_cloned_from_productid,share_stockstatus_with_productid,productpopularity,homepage_section,autodropship,donotallowbackorders,warehouselocation,warehouseaisle,warehousebin,warehousecustom,upc_code,productkeywords,productnameshort,productweight,freeshippingitem,minqty,maxqty,recurringstartprice,recurringstartduration,recurringprice,recurringhowoften,recurringduration,allowpriceedit,productprice,listprice,saleprice,taxableproduct,selectedoptionids,giftwrapcost,downloadfile,availability,metatag_title,metatag_description,discountedprice_level1,discountedprice_level2,discountedprice_level3,discountedprice_level4,discountedprice_level5,photo_subtext,photo_alttext,discountedrecurringprice_level1,discountedrecurringprice_level2,discountedrecurringprice_level3,discountedrecurringprice_level4,discountedrecurringprice_level5,fixed_shippingcost,fixed_shippingcost_outside_localregion,uses_product_keytypes,price_subtext,price_subtext_short,listprice_name,productprice_name,saleprice_name,hide_yousave,hide_freeaccessories,setupcost,setupcost_name,discountedsetupcost_level1,discountedsetupcost_level2,discountedsetupcost_level3,discountedsetupcost_level4,discountedsetupcost_level5,setupcost_title,stockreorderqty,warehouses,affiliate_commissionable_value,addtocartbtn_replacement_text,book_isbn,productcondition,estship_ground,estship_2ndday,estship_overnight,customfield1,customfield2,customfield3,customfield4,customfield5,shoppingdotcom_category,yahoo_category,yahoo_medium,productmanufacturer,hide_when_outofstock,stocklowqtyalarm,addtopo_now,lastpo_qty,lastpo_date,howtogetsaleprice,inv_verify_qtyonhand,inv_lastverified,enablemultichildaddtocart,vendor_price,enableoptions_inventorycontrol,photourl_small,photourl_large,private_section_customers_only,quickbooks_item_accnt,quickbooks_item_assetaccnt,quickbooks_item_cogsaccnt,vat_percentage,recurring_pricing_text,google_product_type,length,width,height,ships_by_itself,package_type,oversized,additional_handling_indicator,reward_points_given_for_purchase,productdescriptionshort,productdescription,productfeatures,techspecs,extinfo,orderfinished_note,metatag_keywords,productdescription_abovepricing,custom_metatags_override,ean,google_product_category,google_size,google_color,google_gender,google_age_group,google_availability,google_pattern,google_material,estdaystoship,google_unique_identifier_exists,google_adult_product,google_sizetype,google_sizesystem,nonshippable,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,createddate,mpn,categoryids,optionids,accessories,freeaccessories,producturl,photourl,categorytree,numproductssharingstock,photoseed
ALT-6155,6155,Terry Spa Wrap,,,,100,9/21/2015 13:27,,,,,,,,,,,,Y,,,,,,,,,3,N,,,,,,,,,70,98,,,,,,In Stock,Terry Spa Wrap,Terry Spa Wrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,A La Turca Textiles,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,"Terry Spa Wrap is made of 100% Turkish Cotton. It is very soft and absorbent. These shower wraps are the only ones made of famous, renowned Regal Turkish Robes.  Towels come loose easily and must be constantly re-tied around the body. The wraps are fitted with pouch pockets (one on the men's, two on the women's) into which lip balm, jewelry, sunglasses, suntan lotion, or shampoos can be placed. Made of superior cotton from the world famous Denizli region of Turkey, these wraps are dense, durable, and highly absorbent yet don't feel heavy as you wear them. Elastic top with velcro  closure*.Fits 24"" to 60"" chest. 31 1/2"" Long.Color: NaturalSizes: One Size Fits MostMachine wash, gentle cycle, tumble dry, low. Non-chlorinated bleach if needed*Please use care with velcro as it may snag on the wrap and other items. Close securely while not wearing and before laundering.",,,,,Terry Spa Wrap,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-6155,http://www.salondesign.luxury/v/vspfiles/photos/ALT-6155-1.jpg,Textiles & Spa Linens > Spa Robes,0,1442844231
ALT-6254,6354,Luxe Spa Bath Mat,,,,100,9/21/2015 13:27,,,,,,,,,,,,Y,,,,,,,,,3,N,,,,,,,,,78,105,,,,,,In Stock,Luxe Spa Bath Mat,Luxe Spa Bath Mat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,A La Turca Textiles,,,,,,,,,,39,,,,,,,,,,,20,36,,,,,,,,"Our Luxe Spa Bath Mat is one of the plushest and most elegant matts one will ever come across. Very soft and highly absorbent bath mat made of 100% Combed Turkish Cotton. 1700 gr/m2. Features twisted high loops that allow for maximum plushness and water absorbency. Excellent for using outside treatment room showers, locker room showers and bathrooms.Size: 20""x36""Color: NaturalMachine wash, gentle cycle, tumble dry low. Non-chlorinated bleach when necessary.",,,,,Luxe Spa Bath Mat,,,,,,,,,,,,,,,,,,,,,,,,,371,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-6254,http://www.salondesign.luxury/v/vspfiles/photos/ALT-6254-1.jpg,Textiles & Spa Linens > Towels,0,1442844251
ALT-7701,7701,Zen Spa Robe - Natural,,,,100,10/28/2015 15:27,,,,1,,,,,,,,Y,N,,,,,,,,3,N,,,,,,,,N,98,125,,,,,,In Stock,Zen Spa Robe,Zen Spa Robe,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,16,,,,,,,,,,,A La Turca Textiles,N,,N,,,,,,N,62.5,N,,,,,,,,,,,,,N,,N,N,,,"Zen Spa is a mid-weight robe that serves the best of both worlds. Due to the unique properties of its 100% combed Cotton yarn, it offers a superior softness and absorbency like no other robe. If you are looking for a true Turkish Robe, Zen Spa is perfect to use as a service robe in the Spa or offer as an exquisite retail item in the gift shop.Size:  One Size Fits MostColor:  Natural (no-dye)    420 gram weight    100 % Super absorbent Turkish Cotton -Made in Turkey    Approximately 3 lbs. per robe    Both Sides 100% Terrycloth    Cuffed sleeves    Two patch pockets    Belt with two loops    Robe length: OSFM 52""",,,,,Zen Spa Robe,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-7701,http://www.salondesign.luxury/v/vspfiles/photos/ALT-7701-1.jpg,Textiles & Spa Linens > Spa Robes,0,1442843640
ALT-8152,8152,Deluxe 600gsm Spa Towels,,,,100,5/11/2016 11:28,,,,1,,,,,,,,Y,N,,,,,,,Deluxe-600gsm-Spa-Towels,3,N,,,,,,,,N,17.5,25,,,,,,In Stock,White Salon & Spa Towel Linens - Deluxe 600gsm,"A luxury salon or spa isn't complete without perfectly soft & absorbent Turkish Cotton Towels. Get yours from Michele Pelafas, Inc. today.",,,,,,,Deluxe 600gsm White Salon & Spa Towel Linens,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,12,,,,,,,,,,,A La Turca Textiles,N,,N,,,,,,N,10.5,N,,,,,,,,,,,,,N,,N,N,,,"600 Gram weight, 100% Combed Turkish Cotton Towels with an elegant diagonal border. All our towels are guaranteed to be absorbent and stay absorbent as long as they are in use.Made in Turkey, with love & care.Color:  Natural Size:  27x56  16.3 Lbs/Dz",,,,,Deluxe 600gsm Spa Towels,,,,,,,,,,,,,,,,,,,,,,,,,"371,330",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-8152,http://www.salondesign.luxury/v/vspfiles/photos/ALT-8152-1.jpg,Textiles & Spa Linens > Towels,0,1442844277
ALT-9569,9569,Organic Cotton & Bamboo Spa Robe,,,,100,9/21/2015 13:27,,,,,,,,,,,,Y,,,,,,,,,5,N,,,,,,,,,130,155,,,,,,In Stock,Organic Cotton & Bamboo Spa Robe,Organic Cotton & Bamboo Spa Robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,A La Turca Textiles,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,Certified Organic Kimono Style Robe featuring 50% Certified Organic Cotton and 50% Bamboo resulting in a super smooth terry velour exterior with looped terry interior.Robe is not dyed and features a natural color which is a direct result of naturally washed organic yarn.15. oz. weight.Available color: NaturalSize:  One Size Fits Most,,,,,Organic Cotton & Bamboo Spa Robe,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=ALT-9569,http://www.salondesign.luxury/v/vspfiles/photos/ALT-9569-1.jpg,Textiles & Spa Linens > Spa Robes,0,1442843699
BEL-210,1005210,Bella - Chive,,,,,4/23/2016 10:09,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Chive,Bella - Chive,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Chive,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-210,http://www.salondesign.luxury/v/vspfiles/photos/BEL-210-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461398948
BEL-211,1005211,Bella - Marscapone,,,,,4/23/2016 10:10,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Marscapone,Bella - Marscapone,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Marscapone,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-211,http://www.salondesign.luxury/v/vspfiles/photos/BEL-211-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461399005
BEL-212,1005212,Bella - Basil,,,,,4/23/2016 10:11,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Basil,Bella - Basil,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Basil,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-212,http://www.salondesign.luxury/v/vspfiles/photos/BEL-212-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461399046
BEL-213,1005213,Bella - Ibiza,,,,,4/23/2016 10:12,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Ibiza,Bella - Ibiza,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Ibiza,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-213,http://www.salondesign.luxury/v/vspfiles/photos/BEL-213-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461500372
BEL-214,1005214,Bella - Buff,,,,,4/23/2016 10:13,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Buff,Bella - Buff,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Buff,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-214,http://www.salondesign.luxury/v/vspfiles/photos/BEL-214-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461399172
BEL-215,1005215,Bella - Smoke,,,,,4/23/2016 10:14,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Smoke,Bella - Smoke,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Smoke,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-215,http://www.salondesign.luxury/v/vspfiles/photos/BEL-215-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461399213
BEL-216,1005216,Bella - Storm,,,,,4/23/2016 10:14,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Storm,Bella - Storm,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Storm,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-216,http://www.salondesign.luxury/v/vspfiles/photos/BEL-216-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461399258
BEL-219,1005219,Bella - Persimmon,,,,,4/23/2016 10:15,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Persimmon,Bella - Persimmon,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Persimmon,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-219,http://www.salondesign.luxury/v/vspfiles/photos/BEL-219-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461399298
BEL-220,1005220,Bella - Latte,,,,,4/23/2016 10:16,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Latte,Bella - Latte,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Latte,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-220,http://www.salondesign.luxury/v/vspfiles/photos/BEL-220-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461399342
BEL-221,1005221,Bella - Sepia,,,,,4/23/2016 10:16,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Sepia,Bella - Sepia,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Sepia,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-221,http://www.salondesign.luxury/v/vspfiles/photos/BEL-221-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461399384
BEL-222,1005222,Bella - Chili,,,,,4/23/2016 10:17,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Chili,Bella - Chili,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Chili,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-222,http://www.salondesign.luxury/v/vspfiles/photos/BEL-222-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461399433
BEL-257,1005257,Bella - Beige,,,,,4/23/2016 10:18,,,,1,,,,,,,,N,N,,,,,,,,1,Y,,,,,,,,N,1,,,,,,,2-5 days,Bella - Beige,Bella - Beige,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,Burch,N,,N,,,,,,N,,N,,,,,,,,,,,,,N,,N,N,,,"Michele Pelafas Bella fabric is a collection of solid modern colors that stand the test of time and have an elegant soft feel to the hand yet is made for commercial use.  Includes built-in Crypton technology for ease of cleaning, stain removal and is moisture and odor resistant.  Width:  54"", Content:  100% Polyester Backing, Abrasion:  50,000 Double Rubs, Cleaning Code:  Bleach Cleanable with 90% water and 10% Bleach Solution, Flammability:  CAL TB 117-E, NFPA 260 Class 1, UFAC Class 1, Grade B.",,,,,Bella - Beige,,,,,,,,,,,,,,,,,,,,,,,,,"444,453",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BEL-257,http://www.salondesign.luxury/v/vspfiles/photos/BEL-257-1.jpg,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,0,1461399470
BL-3409-FT,mas:fit:cf,Comfort Flannel Fitted Sheet,,,,100,10/28/2015 13:14,,,,1,,,,,,,,Y,N,,,,,,,,3,N,,,,,,,,N,12.5,16,,,,,,In Stock,Comfort Flannel Fitted Sheet,Spa Flannel Fitted Sheet.,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,10,,,,,,,,,,,Body Linens,N,,Y,,,,,,N,7.43,N,,,,,,,,,Business & Industrial>Hotel&Hospitality>Spa Table Linens>Spa Sheets,,,,N,,N,N,,,"Lightly brushed beautiful 100% cotton flannel fitted sheets get softer with each wash.  They are attractive and durable with exception fit and softness.  Fits standard massage tables up to 33""w x 73""long x 7"" thick and features a full wrap elastic to ensure a snug fit and allow for ease of install/removal.  4.5 oz medium weight flannel holds up to repeated washing.  Thermally dyed for extra color-fastness.",,,,,Cotton Flannel Fitted Spa Sheets,,,,Business & Industrial>Hotel & Hospitality,,,,,In stock,,Flannel,,FALSE,FALSE,,,,,,,,,,,"370,376","114,383",,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BL-3409-FT,http://www.salondesign.luxury/v/vspfiles/photos/BL-3409-FT-1.jpg,Textiles & Spa Linens > Spa Table Linens,0,1446030799
BL-3410-FC,mas:fr:pc,Poly/Cotton Face Rest Cover,,,,100,10/28/2015 13:16,,,,1,,,,,,,,Y,N,,,,,,,,3,N,,,,,,,,N,3,5,,,,,,In Stock,Poly/Cotton Face Rest Cover,Spa Poly Cotton Face Rest,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,10,,,,,,,,,,,Body Linens,N,,Y,,,,,,N,1.38,N,,,,,,,,,Business & Industrial>Hotel&Hospitality>Spa Table Linens>Spa Sheets,,,,N,,N,N,,,"Your clients will relax on these smooth, soft poly-cotton face rest covers.  Made of 65/35 poly-cotton blend for both durability and comfort, they fit the crescent face rest of all standard massage tables.  These covers are a breeze to use, wash and reuse as well as wrinkle less, shrink less and last a very long time.  The gentle elastic conforms to your face rest to provide the perfect fit.  Thermally dyed for extra color-fastness.",,,,,Spa Poly Cotton Face Rest,,,,Business & Industrial>Hotel & Hospitality,,,,,In stock,,Cotton Polyester,,FALSE,FALSE,,,,,,,,,,,"370,376","114,383",,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BL-3410-FC,http://www.salondesign.luxury/v/vspfiles/photos/BL-3410-FC-1.jpg,Textiles & Spa Linens > Spa Table Linens,0,1446030935
BL-3426-3,mas:ss:of,Organic Flannel Spa 3 Pc Set,,,,100,10/28/2015 11:12,,,,,,,,,,,,Y,,,,,,,,,3,N,,,,,,,,,83,95,,,,,,In Stock,Organic Flannel Spa 3 Pc Set,Organic Flannel Spa 3 Pc Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,Body Linens,,,Y,,,,,,,49.95,,,,,,,,,,Business & Industrial>Hotel&Hospitality>Spa Table Linens>Spa Sheets,,,,,,,,,,"Soft cotton of nature's purest products, these certified 100% organic cotton flannel sheet sets are free of bleaches, dyes and chemical residues.  4.5 oz medium weight flannel also features quality US non-latex elastic.  3-pc Set includes: - Fitted Sheet.  Designed to fit most sizes of massage tables with extra firm elastic for a snug fit and ease of install/removal - Extra Wide Flat Sheet (60"" x 90"").  A foot wider than most flat sheets, ensures even your largest customers will stay covered - Fitted Face Cradle Cover.  Designed to fit every standard face crescent pad",,,,,Organic Flannel Spa 3 Pc Set,,,,Business & Industrial>Hotel & Hospitality,,,,,In Stock,,Organic Flannel,,FALSE,FALSE,,,,,,,,,,,"370,376",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BL-3426-3,http://www.salondesign.luxury/v/vspfiles/photos/BL-3426-3-1.jpg,Textiles & Spa Linens > Spa Table Linens,0,1446030955
BL-3446-3,mas.ss.cf-w,Comfort Flannel Set - White,,,,100,10/28/2015 13:16,,,,1,,,,,,,,Y,N,,,,,,,,3,N,,,,,,,,N,24.75,35,,,,,,In Stock,Comfort Flannel Sheet Set,Spa flannel sheet set.,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,10,,,,,,,,,,,Body Linens,N,,Y,,,,,,N,14.85,N,,,,,,,,,Business & Industrial>Hotel&Hospitality>Spa Table Linens>Spa Sheets,,,,N,,N,N,,,"Pamper your guests with these extra-soft, beautiful flannel sheet sets.  Lightly brushed, 100% cotton flannel gets softer with each wash.  They are attractive and durable with exceptional fit and softness. 4.5 oz medium weight flannel holds up to repeated washing.  Thermally dyed for extra color-fastness.  3-pc Set includes: - Fitted Sheet.  Designed to fit most sizes of massage tables with extra firm elastic for a snug fit and ease of install/removal - Extra Wide Flat Sheet (60"" x 90"").  A foot wider than most flat sheets, ensures even your largest customers will stay covered - Fitted Face Cradle Cover.  Designed to fit every standard face crescent pad",,,,,Spa flannel sheet set.,,,,Business & Industrial>Hotel&Hospitality,,,,,In stock,,Flannel,,FALSE,FALSE,,,,,,,,,,,"370,376",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=BL-3446-3,http://www.salondesign.luxury/v/vspfiles/photos/BL-3446-3-1.jpg,Textiles & Spa Linens > Spa Table Linens,0,1446030972
